account_id,true_group_id,true_relation_type,building_id,unit_id,noise_level,split
ACC-000999,REL-00495,household_signal,124,3,moderate,validation
ACC-001000,REL-00496,household_signal,124,4,heavy,validation
ACC-001001,REL-00496,household_signal,124,4,clean,validation
ACC-001002,REL-00496,household_signal,124,4,heavy,validation
ACC-001003,REL-00496,household_signal,124,4,moderate,validation
ACC-001004,REL-00497,shared_residence,125,1,clean,train
ACC-001005,REL-00497,shared_residence,125,1,clean,train
ACC-001006,REL-00498,household_signal,125,2,clean,train
ACC-001007,REL-00498,household_signal,125,2,clean,train
ACC-001008,REL-00499,shared_residence,125,3,clean,train
ACC-001009,REL-00499,shared_residence,125,3,heavy,train
ACC-001010,REL-00500,singleton,125,4,clean,train
ACC-001011,REL-00501,singleton,126,1,clean,train
ACC-001012,REL-00502,singleton,126,2,clean,train
ACC-001013,REL-00503,household_signal,126,3,moderate,train
ACC-001014,REL-00503,household_signal,126,3,clean,train
ACC-001015,REL-00503,household_signal,126,3,clean,train
ACC-001016,REL-00503,household_signal,126,3,clean,train
ACC-001017,REL-00504,singleton,126,4,moderate,train
ACC-001018,REL-00505,singleton,127,1,moderate,train
ACC-001019,REL-00506,singleton,127,2,moderate,train
ACC-001020,REL-00507,household_signal,127,3,clean,train
ACC-001021,REL-00507,household_signal,127,3,clean,train
ACC-001022,REL-00508,household_signal,127,4,moderate,train
ACC-001023,REL-00508,household_signal,127,4,clean,train
ACC-001024,REL-00508,household_signal,127,4,moderate,train
ACC-001025,REL-00508,household_signal,127,4,heavy,train
ACC-001026,REL-00509,shared_residence,128,1,clean,train
ACC-001027,REL-00509,shared_residence,128,1,heavy,train
ACC-001028,REL-00510,singleton,128,2,moderate,train
ACC-001029,REL-00511,shared_residence,128,3,moderate,train
ACC-001030,REL-00511,shared_residence,128,3,clean,train
ACC-001031,REL-00512,household_signal,128,4,clean,train
ACC-001032,REL-00512,household_signal,128,4,clean,train
ACC-001033,REL-00512,household_signal,128,4,moderate,train
ACC-001034,REL-00513,household_signal,129,1,moderate,test
ACC-001035,REL-00513,household_signal,129,1,heavy,test
ACC-001036,REL-00513,household_signal,129,1,moderate,test
ACC-001037,REL-00513,household_signal,129,1,clean,test
ACC-001038,REL-00514,shared_residence,129,2,heavy,test
ACC-001039,REL-00514,shared_residence,129,2,clean,test
ACC-001040,REL-00515,shared_residence,129,3,clean,test
ACC-001041,REL-00515,shared_residence,129,3,moderate,test
ACC-001042,REL-00515,shared_residence,129,3,moderate,test
ACC-001043,REL-00516,household_signal,129,4,clean,test
ACC-001044,REL-00516,household_signal,129,4,heavy,test
ACC-001045,REL-00517,shared_residence,130,1,moderate,train
ACC-001046,REL-00517,shared_residence,130,1,clean,train
ACC-001047,REL-00518,household_signal,130,2,clean,train
ACC-001048,REL-00518,household_signal,130,2,moderate,train
ACC-001049,REL-00518,household_signal,130,2,heavy,train
ACC-001050,REL-00519,household_signal,130,3,moderate,train
ACC-001051,REL-00519,household_signal,130,3,moderate,train
ACC-001052,REL-00520,household_signal,130,4,moderate,train
ACC-001053,REL-00520,household_signal,130,4,clean,train
ACC-001054,REL-00520,household_signal,130,4,moderate,train
ACC-001055,REL-00521,household_signal,131,1,heavy,train
ACC-001056,REL-00521,household_signal,131,1,moderate,train
ACC-001057,REL-00521,household_signal,131,1,heavy,train
ACC-001058,REL-00521,household_signal,131,1,heavy,train
ACC-001059,REL-00522,household_signal,131,2,clean,train
ACC-001060,REL-00522,household_signal,131,2,heavy,train
ACC-001061,REL-00523,household_signal,131,3,clean,train
ACC-001062,REL-00523,household_signal,131,3,heavy,train
ACC-001063,REL-00524,singleton,131,4,moderate,train
ACC-001064,REL-00525,household_signal,132,1,heavy,train
ACC-001065,REL-00525,household_signal,132,1,heavy,train
ACC-001066,REL-00526,singleton,132,2,heavy,train
ACC-001067,REL-00527,singleton,132,3,clean,train
ACC-001068,REL-00528,household_signal,132,4,clean,train
ACC-001069,REL-00528,household_signal,132,4,clean,train
ACC-001070,REL-00528,household_signal,132,4,clean,train
ACC-001071,REL-00528,household_signal,132,4,clean,train
ACC-001072,REL-00529,singleton,133,1,moderate,validation
ACC-001073,REL-00530,household_signal,133,2,clean,validation
ACC-001074,REL-00530,household_signal,133,2,moderate,validation
ACC-001075,REL-00530,household_signal,133,2,clean,validation
ACC-001076,REL-00530,household_signal,133,2,heavy,validation
ACC-001077,REL-00531,shared_residence,133,3,moderate,validation
ACC-001078,REL-00531,shared_residence,133,3,clean,validation
ACC-001079,REL-00532,singleton,133,4,moderate,validation
ACC-001080,REL-00533,singleton,134,1,clean,validation
ACC-001081,REL-00534,household_signal,134,2,clean,validation
ACC-001082,REL-00534,household_signal,134,2,clean,validation
ACC-001083,REL-00535,singleton,134,3,heavy,validation
ACC-001084,REL-00536,shared_residence,134,4,heavy,validation
ACC-001085,REL-00536,shared_residence,134,4,heavy,validation
ACC-001086,REL-00536,shared_residence,134,4,moderate,validation
ACC-001087,REL-00537,household_signal,135,1,heavy,train
ACC-001088,REL-00537,household_signal,135,1,moderate,train
ACC-001089,REL-00538,singleton,135,2,moderate,train
ACC-001090,REL-00539,shared_residence,135,3,moderate,train
ACC-001091,REL-00539,shared_residence,135,3,moderate,train
ACC-001092,REL-00540,shared_residence,135,4,moderate,train
ACC-001093,REL-00540,shared_residence,135,4,moderate,train
ACC-001094,REL-00541,singleton,136,1,clean,validation
ACC-001095,REL-00542,household_signal,136,2,moderate,validation
ACC-001096,REL-00542,household_signal,136,2,heavy,validation
ACC-001097,REL-00543,singleton,136,3,clean,validation
ACC-001098,REL-00544,singleton,136,4,clean,validation
ACC-001099,REL-00545,singleton,137,1,moderate,train
ACC-001100,REL-00546,singleton,137,2,clean,train
ACC-001101,REL-00547,shared_residence,137,3,heavy,train
ACC-001102,REL-00547,shared_residence,137,3,clean,train
ACC-001103,REL-00547,shared_residence,137,3,heavy,train
ACC-001104,REL-00547,shared_residence,137,3,clean,train
ACC-001105,REL-00548,shared_residence,137,4,moderate,train
ACC-001106,REL-00548,shared_residence,137,4,heavy,train
ACC-001107,REL-00548,shared_residence,137,4,heavy,train
ACC-001108,REL-00549,household_signal,138,1,moderate,train
ACC-001109,REL-00549,household_signal,138,1,clean,train
ACC-001110,REL-00549,household_signal,138,1,moderate,train
ACC-001111,REL-00550,singleton,138,2,clean,train
ACC-001112,REL-00551,shared_residence,138,3,heavy,train
ACC-001113,REL-00551,shared_residence,138,3,clean,train
ACC-001114,REL-00551,shared_residence,138,3,clean,train
ACC-001115,REL-00551,shared_residence,138,3,heavy,train
ACC-001116,REL-00552,shared_residence,138,4,clean,train
ACC-001117,REL-00552,shared_residence,138,4,heavy,train
ACC-001118,REL-00552,shared_residence,138,4,clean,train
ACC-001119,REL-00552,shared_residence,138,4,moderate,train
ACC-001120,REL-00553,singleton,139,1,heavy,train
ACC-001121,REL-00554,singleton,139,2,moderate,train
ACC-001122,REL-00555,singleton,139,3,moderate,train
ACC-001123,REL-00556,household_signal,139,4,moderate,train
ACC-001124,REL-00556,household_signal,139,4,moderate,train
ACC-001125,REL-00556,household_signal,139,4,heavy,train
ACC-001126,REL-00557,singleton,140,1,moderate,train
ACC-001127,REL-00558,shared_residence,140,2,moderate,train
ACC-001128,REL-00558,shared_residence,140,2,moderate,train
ACC-001129,REL-00559,shared_residence,140,3,heavy,train
ACC-001130,REL-00559,shared_residence,140,3,moderate,train
ACC-001131,REL-00559,shared_residence,140,3,clean,train
ACC-001132,REL-00560,shared_residence,140,4,moderate,train
ACC-001133,REL-00560,shared_residence,140,4,clean,train
ACC-001134,REL-00561,shared_residence,141,1,moderate,train
ACC-001135,REL-00561,shared_residence,141,1,moderate,train
ACC-001136,REL-00562,singleton,141,2,heavy,train
ACC-001137,REL-00563,singleton,141,3,moderate,train
ACC-001138,REL-00564,household_signal,141,4,clean,train
ACC-001139,REL-00564,household_signal,141,4,clean,train
ACC-001140,REL-00564,household_signal,141,4,moderate,train
ACC-001141,REL-00564,household_signal,141,4,moderate,train
ACC-001142,REL-00565,household_signal,142,1,heavy,train
ACC-001143,REL-00565,household_signal,142,1,clean,train
ACC-001144,REL-00566,household_signal,142,2,moderate,train
ACC-001145,REL-00566,household_signal,142,2,heavy,train
ACC-001146,REL-00567,household_signal,142,3,heavy,train
ACC-001147,REL-00567,household_signal,142,3,heavy,train
ACC-001148,REL-00567,household_signal,142,3,heavy,train
ACC-001149,REL-00568,singleton,142,4,moderate,train
ACC-001150,REL-00569,shared_residence,143,1,heavy,train
ACC-001151,REL-00569,shared_residence,143,1,moderate,train
ACC-001152,REL-00569,shared_residence,143,1,heavy,train
ACC-001153,REL-00570,singleton,143,2,clean,train
ACC-001154,REL-00571,household_signal,143,3,moderate,train
ACC-001155,REL-00571,household_signal,143,3,clean,train
ACC-001156,REL-00572,household_signal,143,4,moderate,train
ACC-001157,REL-00572,household_signal,143,4,clean,train
ACC-001158,REL-00573,singleton,144,1,moderate,train
ACC-001159,REL-00574,singleton,144,2,moderate,train
ACC-001160,REL-00575,singleton,144,3,moderate,train
ACC-001161,REL-00576,household_signal,144,4,clean,train
ACC-001162,REL-00576,household_signal,144,4,clean,train
ACC-001163,REL-00576,household_signal,144,4,moderate,train
ACC-001164,REL-00577,singleton,145,1,moderate,train
ACC-001165,REL-00578,household_signal,145,2,clean,train
ACC-001166,REL-00578,household_signal,145,2,moderate,train
ACC-001167,REL-00578,household_signal,145,2,heavy,train
ACC-001168,REL-00578,household_signal,145,2,moderate,train
ACC-001169,REL-00579,shared_residence,145,3,clean,train
ACC-001170,REL-00579,shared_residence,145,3,clean,train
ACC-001171,REL-00579,shared_residence,145,3,moderate,train
ACC-001172,REL-00580,singleton,145,4,heavy,train
ACC-001173,REL-00581,singleton,146,1,moderate,train
ACC-001174,REL-00582,singleton,146,2,heavy,train
ACC-001175,REL-00583,singleton,146,3,moderate,train
ACC-001176,REL-00584,shared_residence,146,4,moderate,train
ACC-001177,REL-00584,shared_residence,146,4,clean,train
ACC-001178,REL-00584,shared_residence,146,4,moderate,train
ACC-001179,REL-00585,singleton,147,1,clean,train
ACC-001180,REL-00586,shared_residence,147,2,moderate,train
ACC-001181,REL-00586,shared_residence,147,2,moderate,train
ACC-001182,REL-00586,shared_residence,147,2,clean,train
ACC-001183,REL-00587,household_signal,147,3,clean,train
ACC-001184,REL-00587,household_signal,147,3,moderate,train
ACC-001185,REL-00587,household_signal,147,3,clean,train
ACC-001186,REL-00587,household_signal,147,3,heavy,train
ACC-001187,REL-00588,singleton,147,4,moderate,train
ACC-001188,REL-00589,shared_location,148,1,moderate,validation
ACC-001189,REL-00589,shared_location,148,1,moderate,validation
ACC-001190,REL-00589,shared_location,148,1,clean,validation
ACC-001191,REL-00589,shared_location,148,1,heavy,validation
ACC-001192,REL-00589,shared_location,148,1,clean,validation
ACC-001193,REL-00589,shared_location,148,1,heavy,validation
ACC-001194,REL-00590,singleton,148,2,moderate,validation
ACC-001195,REL-00591,singleton,148,3,clean,validation
ACC-001196,REL-00592,singleton,148,4,moderate,validation
ACC-001197,REL-00593,singleton,149,1,moderate,validation
ACC-001198,REL-00594,singleton,149,2,clean,validation
ACC-001199,REL-00595,singleton,149,3,moderate,validation
ACC-001200,REL-00596,household_signal,149,4,moderate,validation
ACC-001201,REL-00596,household_signal,149,4,heavy,validation
ACC-001202,REL-00597,household_signal,150,1,clean,test
ACC-001203,REL-00597,household_signal,150,1,moderate,test
ACC-001204,REL-00598,household_signal,150,2,moderate,test
ACC-001205,REL-00598,household_signal,150,2,moderate,test
ACC-001206,REL-00599,household_signal,150,3,moderate,test
ACC-001207,REL-00599,household_signal,150,3,moderate,test
ACC-001208,REL-00599,household_signal,150,3,moderate,test
ACC-001209,REL-00600,singleton,150,4,moderate,test
ACC-001210,REL-00601,singleton,151,1,heavy,test
ACC-001211,REL-00602,household_signal,151,2,clean,test
ACC-001212,REL-00602,household_signal,151,2,clean,test
ACC-001213,REL-00603,singleton,151,3,moderate,test
ACC-001214,REL-00604,shared_residence,151,4,clean,test
ACC-001215,REL-00604,shared_residence,151,4,moderate,test
ACC-001216,REL-00605,household_signal,152,1,moderate,validation
ACC-001217,REL-00605,household_signal,152,1,heavy,validation
ACC-001218,REL-00606,singleton,152,2,moderate,validation
ACC-001219,REL-00607,household_signal,152,3,clean,validation
ACC-001220,REL-00607,household_signal,152,3,heavy,validation
ACC-001221,REL-00608,singleton,152,4,heavy,validation
ACC-001222,REL-00609,household_signal,153,1,clean,train
ACC-001223,REL-00609,household_signal,153,1,heavy,train
ACC-001224,REL-00609,household_signal,153,1,clean,train
ACC-001225,REL-00609,household_signal,153,1,moderate,train
ACC-001226,REL-00610,singleton,153,2,moderate,train
ACC-001227,REL-00611,household_signal,153,3,heavy,train
ACC-001228,REL-00611,household_signal,153,3,heavy,train
ACC-001229,REL-00612,household_signal,153,4,clean,train
ACC-001230,REL-00612,household_signal,153,4,moderate,train
ACC-001231,REL-00613,singleton,154,1,moderate,train
ACC-001232,REL-00614,household_signal,154,2,moderate,train
ACC-001233,REL-00614,household_signal,154,2,clean,train
ACC-001234,REL-00614,household_signal,154,2,moderate,train
ACC-001235,REL-00615,household_signal,154,3,moderate,train
ACC-001236,REL-00615,household_signal,154,3,moderate,train
ACC-001237,REL-00615,household_signal,154,3,heavy,train
ACC-001238,REL-00615,household_signal,154,3,moderate,train
ACC-001239,REL-00616,singleton,154,4,clean,train
ACC-001240,REL-00617,household_signal,155,1,moderate,train
ACC-001241,REL-00617,household_signal,155,1,moderate,train
ACC-001242,REL-00618,shared_residence,155,2,clean,train
ACC-001243,REL-00618,shared_residence,155,2,clean,train
ACC-001244,REL-00618,shared_residence,155,2,clean,train
ACC-001245,REL-00619,shared_residence,155,3,clean,train
ACC-001246,REL-00619,shared_residence,155,3,heavy,train
ACC-001247,REL-00620,shared_residence,155,4,heavy,train
ACC-001248,REL-00620,shared_residence,155,4,clean,train
ACC-001249,REL-00621,singleton,156,1,moderate,test
ACC-001250,REL-00622,singleton,156,2,clean,test
ACC-001251,REL-00623,household_signal,156,3,clean,test
ACC-001252,REL-00623,household_signal,156,3,moderate,test
ACC-001253,REL-00623,household_signal,156,3,clean,test
ACC-001254,REL-00623,household_signal,156,3,clean,test
ACC-001255,REL-00624,household_signal,156,4,moderate,test
ACC-001256,REL-00624,household_signal,156,4,heavy,test
ACC-001257,REL-00624,household_signal,156,4,clean,test
ACC-001258,REL-00624,household_signal,156,4,moderate,test
ACC-001259,REL-00625,household_signal,157,1,moderate,train
ACC-001260,REL-00625,household_signal,157,1,moderate,train
ACC-001261,REL-00626,household_signal,157,2,moderate,train
ACC-001262,REL-00626,household_signal,157,2,heavy,train
ACC-001263,REL-00626,household_signal,157,2,clean,train
ACC-001264,REL-00627,singleton,157,3,moderate,train
ACC-001265,REL-00628,shared_residence,157,4,heavy,train
ACC-001266,REL-00628,shared_residence,157,4,clean,train
ACC-001267,REL-00628,shared_residence,157,4,heavy,train
ACC-001268,REL-00629,shared_residence,158,1,moderate,validation
ACC-001269,REL-00629,shared_residence,158,1,moderate,validation
ACC-001270,REL-00630,singleton,158,2,moderate,validation
ACC-001271,REL-00631,singleton,158,3,moderate,validation
ACC-001272,REL-00632,shared_residence,158,4,moderate,validation
ACC-001273,REL-00632,shared_residence,158,4,moderate,validation
ACC-001274,REL-00633,singleton,159,1,heavy,train
ACC-001275,REL-00634,singleton,159,2,heavy,train
ACC-001276,REL-00635,singleton,159,3,moderate,train
ACC-001277,REL-00636,household_signal,159,4,heavy,train
ACC-001278,REL-00636,household_signal,159,4,clean,train
ACC-001279,REL-00636,household_signal,159,4,clean,train
ACC-001280,REL-00636,household_signal,159,4,clean,train
ACC-001281,REL-00637,singleton,160,1,heavy,test
ACC-001282,REL-00638,shared_residence,160,2,moderate,test
ACC-001283,REL-00638,shared_residence,160,2,moderate,test
ACC-001284,REL-00638,shared_residence,160,2,moderate,test
ACC-001285,REL-00638,shared_residence,160,2,heavy,test
ACC-001286,REL-00639,singleton,160,3,clean,test
ACC-001287,REL-00640,household_signal,160,4,moderate,test
ACC-001288,REL-00640,household_signal,160,4,clean,test
ACC-001289,REL-00641,singleton,161,1,clean,test
ACC-001290,REL-00642,household_signal,161,2,heavy,test
ACC-001291,REL-00642,household_signal,161,2,moderate,test
ACC-001292,REL-00642,household_signal,161,2,moderate,test
ACC-001293,REL-00643,singleton,161,3,heavy,test
ACC-001294,REL-00644,household_signal,161,4,moderate,test
ACC-001295,REL-00644,household_signal,161,4,clean,test
ACC-001296,REL-00644,household_signal,161,4,clean,test
ACC-001297,REL-00644,household_signal,161,4,clean,test
ACC-001298,REL-00645,household_signal,162,1,clean,train
ACC-001299,REL-00645,household_signal,162,1,moderate,train
ACC-001300,REL-00646,household_signal,162,2,moderate,train
ACC-001301,REL-00646,household_signal,162,2,moderate,train
ACC-001302,REL-00647,singleton,162,3,moderate,train
ACC-001303,REL-00648,household_signal,162,4,moderate,train
ACC-001304,REL-00648,household_signal,162,4,clean,train
ACC-001305,REL-00648,household_signal,162,4,moderate,train
ACC-001306,REL-00649,singleton,163,1,moderate,validation
ACC-001307,REL-00650,household_signal,163,2,moderate,validation
ACC-001308,REL-00650,household_signal,163,2,clean,validation
ACC-001309,REL-00651,household_signal,163,3,moderate,validation
ACC-001310,REL-00651,household_signal,163,3,moderate,validation
ACC-001311,REL-00652,singleton,163,4,clean,validation
ACC-001312,REL-00653,shared_residence,164,1,moderate,train
ACC-001313,REL-00653,shared_residence,164,1,moderate,train
ACC-001314,REL-00654,singleton,164,2,moderate,train
ACC-001315,REL-00655,singleton,164,3,moderate,train
ACC-001316,REL-00656,household_signal,164,4,heavy,train
ACC-001317,REL-00656,household_signal,164,4,heavy,train
ACC-001318,REL-00656,household_signal,164,4,clean,train
ACC-001319,REL-00657,household_signal,165,1,clean,train
ACC-001320,REL-00657,household_signal,165,1,clean,train
ACC-001321,REL-00658,singleton,165,2,clean,train
ACC-001322,REL-00659,household_signal,165,3,moderate,train
ACC-001323,REL-00659,household_signal,165,3,moderate,train
ACC-001324,REL-00660,household_signal,165,4,moderate,train
ACC-001325,REL-00660,household_signal,165,4,moderate,train
ACC-001326,REL-00661,household_signal,166,1,moderate,train
ACC-001327,REL-00661,household_signal,166,1,moderate,train
ACC-001328,REL-00662,household_signal,166,2,moderate,train
ACC-001329,REL-00662,household_signal,166,2,moderate,train
ACC-001330,REL-00662,household_signal,166,2,moderate,train
ACC-001331,REL-00663,singleton,166,3,moderate,train
ACC-001332,REL-00664,household_signal,166,4,moderate,train
ACC-001333,REL-00664,household_signal,166,4,moderate,train
ACC-001334,REL-00665,household_signal,167,1,heavy,train
ACC-001335,REL-00665,household_signal,167,1,moderate,train
ACC-001336,REL-00666,shared_residence,167,2,heavy,train
ACC-001337,REL-00666,shared_residence,167,2,clean,train
ACC-001338,REL-00666,shared_residence,167,2,heavy,train
ACC-001339,REL-00666,shared_residence,167,2,moderate,train
ACC-001340,REL-00667,singleton,167,3,clean,train
ACC-001341,REL-00668,household_signal,167,4,moderate,train
ACC-001342,REL-00668,household_signal,167,4,moderate,train
ACC-001343,REL-00668,household_signal,167,4,moderate,train
ACC-001344,REL-00668,household_signal,167,4,clean,train
ACC-001345,REL-00669,singleton,168,1,clean,train
ACC-001346,REL-00670,shared_residence,168,2,moderate,train
ACC-001347,REL-00670,shared_residence,168,2,moderate,train
ACC-001348,REL-00670,shared_residence,168,2,clean,train
ACC-001349,REL-00670,shared_residence,168,2,heavy,train
ACC-001350,REL-00671,household_signal,168,3,moderate,train
ACC-001351,REL-00671,household_signal,168,3,heavy,train
ACC-001352,REL-00672,household_signal,168,4,moderate,train
ACC-001353,REL-00672,household_signal,168,4,moderate,train
ACC-001354,REL-00672,household_signal,168,4,heavy,train
ACC-001355,REL-00672,household_signal,168,4,moderate,train
ACC-001356,REL-00673,household_signal,169,1,clean,train
ACC-001357,REL-00673,household_signal,169,1,moderate,train
ACC-001358,REL-00674,shared_residence,169,2,moderate,train
ACC-001359,REL-00674,shared_residence,169,2,moderate,train
ACC-001360,REL-00674,shared_residence,169,2,moderate,train
ACC-001361,REL-00675,singleton,169,3,clean,train
ACC-001362,REL-00676,household_signal,169,4,clean,train
ACC-001363,REL-00676,household_signal,169,4,moderate,train
ACC-001364,REL-00677,singleton,170,1,heavy,test
ACC-001365,REL-00678,shared_location,170,2,clean,test
ACC-001366,REL-00678,shared_location,170,2,moderate,test
ACC-001367,REL-00678,shared_location,170,2,clean,test
ACC-001368,REL-00678,shared_location,170,2,moderate,test
ACC-001369,REL-00678,shared_location,170,2,moderate,test
ACC-001370,REL-00678,shared_location,170,2,heavy,test
ACC-001371,REL-00679,singleton,170,3,clean,test
ACC-001372,REL-00680,singleton,170,4,moderate,test
ACC-001373,REL-00681,singleton,171,1,clean,train
ACC-001374,REL-00682,shared_location,171,2,moderate,train
ACC-001375,REL-00682,shared_location,171,2,moderate,train
ACC-001376,REL-00682,shared_location,171,2,heavy,train
ACC-001377,REL-00682,shared_location,171,2,clean,train
ACC-001378,REL-00682,shared_location,171,2,heavy,train
ACC-001379,REL-00682,shared_location,171,2,clean,train
ACC-001380,REL-00683,shared_location,171,3,moderate,train
ACC-001381,REL-00683,shared_location,171,3,clean,train
ACC-001382,REL-00683,shared_location,171,3,moderate,train
ACC-001383,REL-00683,shared_location,171,3,heavy,train
ACC-001384,REL-00683,shared_location,171,3,clean,train
ACC-001385,REL-00683,shared_location,171,3,moderate,train
ACC-001386,REL-00684,shared_residence,171,4,moderate,train
ACC-001387,REL-00684,shared_residence,171,4,clean,train
ACC-001388,REL-00684,shared_residence,171,4,heavy,train
ACC-001389,REL-00685,shared_residence,172,1,heavy,test
ACC-001390,REL-00685,shared_residence,172,1,moderate,test
ACC-001391,REL-00685,shared_residence,172,1,moderate,test
ACC-001392,REL-00685,shared_residence,172,1,moderate,test
ACC-001393,REL-00686,singleton,172,2,moderate,test
ACC-001394,REL-00687,singleton,172,3,moderate,test
ACC-001395,REL-00688,singleton,172,4,clean,test
ACC-001396,REL-00689,singleton,173,1,heavy,validation
ACC-001397,REL-00690,singleton,173,2,moderate,validation
ACC-001398,REL-00691,singleton,173,3,heavy,validation
ACC-001399,REL-00692,household_signal,173,4,moderate,validation
ACC-001400,REL-00692,household_signal,173,4,moderate,validation
ACC-001401,REL-00692,household_signal,173,4,moderate,validation
ACC-001402,REL-00693,shared_residence,174,1,clean,train
ACC-001403,REL-00693,shared_residence,174,1,moderate,train
ACC-001404,REL-00693,shared_residence,174,1,moderate,train
ACC-001405,REL-00694,shared_residence,174,2,moderate,train
ACC-001406,REL-00694,shared_residence,174,2,clean,train
ACC-001407,REL-00695,household_signal,174,3,heavy,train
ACC-001408,REL-00695,household_signal,174,3,moderate,train
ACC-001409,REL-00696,household_signal,174,4,clean,train
ACC-001410,REL-00696,household_signal,174,4,clean,train
ACC-001411,REL-00697,singleton,175,1,moderate,test
ACC-001412,REL-00698,household_signal,175,2,clean,test
ACC-001413,REL-00698,household_signal,175,2,heavy,test
ACC-001414,REL-00699,singleton,175,3,heavy,test
ACC-001415,REL-00700,household_signal,175,4,heavy,test
ACC-001416,REL-00700,household_signal,175,4,clean,test
ACC-001417,REL-00701,household_signal,176,1,moderate,train
ACC-001418,REL-00701,household_signal,176,1,heavy,train
ACC-001419,REL-00702,singleton,176,2,moderate,train
ACC-001420,REL-00703,singleton,176,3,moderate,train
ACC-001421,REL-00704,shared_location,176,4,heavy,train
ACC-001422,REL-00704,shared_location,176,4,moderate,train
ACC-001423,REL-00704,shared_location,176,4,heavy,train
ACC-001424,REL-00704,shared_location,176,4,clean,train
ACC-001425,REL-00704,shared_location,176,4,moderate,train
ACC-001426,REL-00704,shared_location,176,4,heavy,train
ACC-001427,REL-00705,household_signal,177,1,moderate,test
ACC-001428,REL-00705,household_signal,177,1,clean,test
ACC-001429,REL-00705,household_signal,177,1,heavy,test
ACC-001430,REL-00706,singleton,177,2,moderate,test
ACC-001431,REL-00707,household_signal,177,3,moderate,test
ACC-001432,REL-00707,household_signal,177,3,moderate,test
ACC-001433,REL-00707,household_signal,177,3,clean,test
ACC-001434,REL-00707,household_signal,177,3,moderate,test
ACC-001435,REL-00708,shared_residence,177,4,moderate,test
ACC-001436,REL-00708,shared_residence,177,4,clean,test
ACC-001437,REL-00708,shared_residence,177,4,moderate,test
ACC-001438,REL-00708,shared_residence,177,4,clean,test
ACC-001439,REL-00709,household_signal,178,1,moderate,validation
ACC-001440,REL-00709,household_signal,178,1,moderate,validation
ACC-001441,REL-00709,household_signal,178,1,moderate,validation
ACC-001442,REL-00709,household_signal,178,1,moderate,validation
ACC-001443,REL-00710,singleton,178,2,clean,validation
ACC-001444,REL-00711,household_signal,178,3,moderate,validation
ACC-001445,REL-00711,household_signal,178,3,moderate,validation
ACC-001446,REL-00712,singleton,178,4,clean,validation
ACC-001447,REL-00713,household_signal,179,1,heavy,validation
ACC-001448,REL-00713,household_signal,179,1,moderate,validation
ACC-001449,REL-00713,household_signal,179,1,clean,validation
ACC-001450,REL-00713,household_signal,179,1,clean,validation
ACC-001451,REL-00714,singleton,179,2,clean,validation
ACC-001452,REL-00715,household_signal,179,3,moderate,validation
ACC-001453,REL-00715,household_signal,179,3,moderate,validation
ACC-001454,REL-00715,household_signal,179,3,heavy,validation
ACC-001455,REL-00715,household_signal,179,3,moderate,validation
ACC-001456,REL-00716,household_signal,179,4,clean,validation
ACC-001457,REL-00716,household_signal,179,4,moderate,validation
ACC-001458,REL-00716,household_signal,179,4,moderate,validation
ACC-001459,REL-00716,household_signal,179,4,moderate,validation
ACC-001460,REL-00717,singleton,180,1,moderate,test
ACC-001461,REL-00718,shared_residence,180,2,moderate,test
ACC-001462,REL-00718,shared_residence,180,2,moderate,test
ACC-001463,REL-00718,shared_residence,180,2,moderate,test
ACC-001464,REL-00718,shared_residence,180,2,moderate,test
ACC-001465,REL-00719,shared_residence,180,3,clean,test
ACC-001466,REL-00719,shared_residence,180,3,moderate,test
ACC-001467,REL-00719,shared_residence,180,3,clean,test
ACC-001468,REL-00720,household_signal,180,4,heavy,test
ACC-001469,REL-00720,household_signal,180,4,clean,test
